page_id,page_title,text_id,content,flags,blob_id
5400,,37875,"\""\""SukhriyyÄt á¹£aghÄ«rah\"": TÅ«lstÅ«y wa-HÄrdÄ« wa-ÄkharÅ«n\"" [\""Small Mockings\"": Tolstoy, Hardy and Others] in \'\'Al-Ê¿ArabÄ« al-jadÄ«d\'\' [The New Arab] [London], 11 October 2016, pp. ??\n\nPublished online:\n\nhttps://www.alaraby.co.uk/books/2016/10/11/%D8%B3%D8%AE%D8%B1%D9%8A%D8%A7%D8%AA-%D8%B5%D8%BA%D9%8A%D8%B1%D8%A9-%D8%AA%D9%88%D9%84%D8%B3%D8%AA%D9%88%D9%8A-%D9%88%D9%87%D8%A7%D8%B1%D8%AF%D9%8A-%D9%88%D8%A2%D8%AE%D8%B1%D9%88%D9%86\n\nThis is a review of the anthology \""SukhriyyÄt á¹£aghÄ«rah : TÅ«lstÅ«y, DustuwÄ«fskÄ«, TÅ«mÄs HÄrdÄ«, SÅ«mirsit MÅ«m, StÄ«fÄn ZfÄyj, SÄkÄ«\"" [Small Mockings / Small Ironies: Tolstoy, Dostoyevsky, Thomas Hardy, Somerset Maugham, Stefan Zweig, Saki]. Translated by Muá¸¥ammad Quá¹­b. 207p. London: Opus Publishers / Beirut: DÄr al-RÄfidayn, 2017. This anthology contains the Arabic translation \""RisÄlah min imraÊ¾ah majhÅ«lah\"" of \""Brief einer Unbekannten\"", pp. 145-196\n\n\n[[Category:Secondary Literature / Titles (Arabic)]]\n{{DEFAULTSORTKEY:Sukhriyyat saghirah}}",utf-8,5
6886,,51454,"\""\'\'Carmen\'\' et Bizet. RÃ©ponse de Stefan Zweig\"" in \'\'Marianne\'\' [Paris], 12 October 1938, p. 13. Contains a photograph of Stefan Zweig\n\n\'\'\'Reprinted in:\'\'\'\n<lst type=bracket start=1>\n[[Paroles d\'un EuropÃ©en]] [Toulouse/Paris, 2018], No. XXI, pp. 129-(130)\n</lst>\n\n\n[[Category:Essays / Individual Essays (French)]]\n{{DEFAULTSORTKEY:Carmen et Bizet}}",utf-8,6
4093,,30189,"#REDIRECT [[\'AbbÅ«d, \'Abduh / Abboud, Abdo]]",utf-8,4
4094,,30190,"#REDIRECT [[\'AbbÅ«d, \'Abduh / Abboud, Abdo]]",utf-8,4
4097,,30193,"#REDIRECT [[\'AbbÅ«d, \'Abduh / Abboud, Abdo]]",utf-8,4
4126,,30188,"#REDIRECT [[\'AbbÅ«d, \'Abduh / Abboud, Abdo]]",utf-8,4
4095,,30191,"#REDIRECT [[\'AbbÅ«d, \'Abduh / Abboud, Abdo]]",utf-8,4
4096,,30192,"#REDIRECT [[\'AbbÅ«d, \'Abduh / Abboud, Abdo]]",utf-8,4
4136,,30252,#REDIRECT [[\'Ä€lam al-ams]],utf-8,4
3774,,30711,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
5943,,55144,"\""\'SadhÃ¢na\' de Rabindranath Tagore\"". \'\'\'See:\'\'\' [[Tagore, Rabindranath / German]]\n\n\n[[Category:Essays / Individual Essays (Spanish)]]\n{{DEFAULTSORTKEY:Sadhana de Rabindranath Tagore}}",utf-8,7
2190,,9438,#REDIRECT [[Stefan Zweig. Das Leben eines Ungeduldigen]],utf-8,1
1131,,43312,"\""\'Yiqianlingyi\' ye zhong de xiju\"" [Das Drama in Tausendundeiner Nacht (A. Gelber)] in:\n<lst type=bracket start=1>\n[[Ciweige wenji]] [Taiyuan/Xi\'an, 1998], Vol. 6, No. 24, pp. 173-183\n</lst>\n\n[[Category:Essays / Individual Essays (Chinese)]]\n{{DEFAULTSORTKEY:Yiqianlingyi ye zhong de xiju}}",utf-8,5
4135,,33678,"\'\'\'[2007]: DÄr al-MadÄ li-l-ThaqÄfah waÊ¾l-Nashr [Al Mada Publishing Company F.K.A.], Dimashq/BayrÅ«t/BaghdÄd [Damascus/Beirut/Baghdad]\'\'\'\n\n\'\'Ê¿Ä€lam al-ams\'\' [Die Welt von Gestern. Erinnerungen eines EuropÃ¤ers]. Translated into Arabic by Ê¿Ä€rif á¸¤udhayfah [Arif Hudaifa]. Translated from the English version \""The World of Yesterday\"". 343 p. [MudhakkirÄt (Memoirs)]\n\nPublished online: After opening this link, please wait five seconds, then click the second Arabic line from below:\n\nhttp://books.ibtesama.com/dldidl87711.pdf.html\n\n\n\n\'\'\'[2009]: al-HaiÊ¾ah al-Ê¿Ä€mmah al-SÅ«riyyah li-l-KitÄb, WizÄrat al-ThaqÄfah [The Syrian General Organization of Books, Ministry of Culture], Dimashq [Damascus]\'\'\'\n\n\'\'Ê¿Ä€lam al-ams : dirÄsah\'\' [Die Welt von Gestern. Erinnerungen eines EuropÃ¤ers]. Translated into Arabic by Muá¸¥ammad JadÄ«d. 1st edition. 527 p. 1000 copies printed\n\n[[Category:Historical Studies / Volumes (Arabic)]] \n{{DEFAULTSORTKEY:Alam al-ams}}",utf-8,4
3775,,30712,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
3776,,30713,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
3777,,30714,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
3778,,30715,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
3779,,30716,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
3780,,30717,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
4230,,30709,#REDIRECT [[\'Ä€shiqÄt fÄ« \'l-kharÄ«f]],utf-8,4
4310,,31220,#REDIRECT [[Ê¿Ä€á¹£ifah fÄ« Ê¾l-jannah]],utf-8,4
2445,,59892,#REDIRECT [[Brief einer Unbekannten / Individual Story]],utf-8,7
224,,38230,"\'\'\'[1956]: Gosudarstvennoe Izdatelâ€™stvo â€œKhudozhestvennaia Literaturaâ€, Moskva\'\'\'\n\n\n\'\'Esse\'\'. Vol. 2 of \'\'Izbrannye proizvedeniia v dvukh tomakh\'\'. 2 vols. \n\n\n\'\'\'Contents\'\'\' \n<lst type=bracket start=1>\nVospominaniia ob Emile Verkharne [Erinnerungen an Emile Verhaeren. Translated by G. Eremenko], pp. 5-(52)\nBalâ€™zak [Balzac. Translated by L. Kopelev], pp. 53-(78)\nDikkens [Dickens. Translated by F. Zaibelâ€™], pp. 79-(102)\nMarselina Debord-Valâ€™mor [Marceline Desbordes-Valmore. Das Lebensbild einer Dichterin. Translated by M. L. Lozinskii], pp. 103-(150)\nZhozef Fushe. Portret politicheskogo deiatelia  [Joseph FouchÃ©. Bildnis eines politischen Menschen. Translated by P. S. Bernshtein], pp.&nbsp;151-(330)\nMagellan [Magellan. Der Mann und seine Tat. Translated by A. Kulisher], pp. 331-(506)\nAmerigo [Amerigo. Die Geschichte eines historischen Irrtums. Translated by L. Lezhneva], pp. 507-(564)<br/><div class=\""zweigSubHeading2\"">\'\'\'Iz tsikla â€œVstrechi s liudâ€™miâ€\'\'\' [From â€œBegegnungen mit Menschenâ€]</div>\nRechâ€™ k shestilesiatiletiu Maksima Gorâ€™kogo [Rede zu Ehren Maxim Gorkis. Zum sechzigsten Geburtstag des Dichters, 26. MÃ¤rz 1928. Translated by V. Toper], pp. 565-(572)\nArturo Toskanini [Arturo Toscanini. Ein Bildnis. Translated by S. Fridliand], pp. 573-(582)\nPrimechaniia [A. Ibragimov and Iu. Sheinin], pp. 583-(612)\n</lst>\n\n[[Category:Essays / Volumes (Russian)|Esse]]",utf-8,5
3245,,21728,#REDIRECT [[Paul Zechs \'\'Gelandet\'\']],utf-8,3
3882,,51826,"\""Schach dem Schicksal - Ein Mann trotzt der lautlosen Gewalt. Curd JÃ¼rgens dreht Stefan Zweigs \'Schachnovelle\'\"" in \'\'WestfÃ¤lische Rundschau\'\' [Dortmund], 7 May 1960 [No. 107]\n\n\n[[Category:Secondary Literature / Authors (German)]]\n{{DEFAULTSORTKEY:Er}}",utf-8,6
3885,,28250,"\""Neuaufgelegter Klassiker: Stefan Zweig\"" [Fischer Bibliothek] in \'\'Westfalen-Blatt\'\' [Bielefeld], 26 July 1979\n\n\n[[Category:Secondary Literature / Authors (German)]]\n{{DEFAULTSORTKEY:Hip}}",utf-8,4
5177,,36609,#REDIRECT [[BhÄgya kÄ« viá¸ambanÄ. BhÄvapÅ«rá¹‡a do mÄrmika upanyÄsoá¹ƒ ke hindÄ« rÅ«pÄntara]],utf-8,5
7160,,54268,"\""1914 et maintenant\""  [1914 und heute. AnlÃ¤ÃŸlich des Romans von Roger Martin du Gard  \'\'Ã‰tÃ©\'\'] in [[Derniers messages]] [Paris/NeuchÃ¢tel, 1949], No. 12, pp. (207)-216\n\n\'\'\'Reprinted in:\'\'\'\n<lst type=bracket start=1>\n[[Derniers messages]] [Paris, 2013], No. 13, pp. (233)-242\n</lst>\n\n\'\'\'See:\'\'\'  [[1914 und heute]]\n\n\n[[Category:Essays / Individual Essays (French)]]\n{{DEFAULTSORTKEY:Mille neuf cent quatorze}}",utf-8,7
2729,,54242,"#REDIRECT [[Martin du Gard, Roger / 1914 und heute]]",utf-8,7
5639,,40464,"\""1914 y hoy\"" [1914 und heute. AnlÃ¤ÃŸlich des Romans von Roger Martin du Gard \'Ã‰tÃ© 1914\'] in:\n<lst type=bracket start=1>\n[[Los creadores]] [Buenos Aires, 1942], No. 6, pp. (153)-169 [Translated by Alfredo Cahn]\n[[Obras completas de Stefan Zweig]] [Barcelona, 1952-1978], Vol. 4 [Tiempo y mundo] [1952], No. 80, pp. 1048-1053 [Translated by TristÃ¡n La Rosa]\n[[Obras de Stefan Zweig]] [Barcelona/Madrid, 1958], Vol. 2 [Tiempo y mundo], No. 46, pp. 1035-1041 [Translated by TristÃ¡n La Rosa]\n[[Tiempo y mundo]] [Barcelona, 1953], No. 4, pp. 157-174 [Translated by TristÃ¡n La Rosa]\n[[Tiempo y mundo]] [Barcelona, 1959], No. 20, pp. (225)-230 [Translated by the Editorial Juventud]\n[[Tiempo y mundo]] [Barcelona, 1998], No. 20, pp. 263-269 [Translated by JosÃ© FernÃ¡ndez]\n</lst>\n\n\'\'\'See:\'\'\' [[Zeit und Welt. Gesammelte AufsÃ¤tze und VortrÃ¤ge 1904-1940]] [Stockholm, 1943], No. 20, pp. (353)-362\n\n\n[[Category:Essays / Individual Essays (Spanish)]]\n{{DEFAULTSORTKEY:Mil novecientos catorce y hoy}}",utf-8,5
1868,,17362,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v dvenadtsati tomakh]],utf-8,2
2919,,17361,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v dvenadtsati tomakh]],utf-8,2
1936,,17363,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v dvenadtsati tomakh]],utf-8,2
2898,,17364,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v dvenadtsati tomakh]],utf-8,2
2496,,13055,"#REDIRECT [[Obras completas de Stefan Zweig, 1934-1950]]",utf-8,2
2494,,13053,"#REDIRECT [[Obras de Stefan Zweig, 1934-1950]]",utf-8,2
3937,,28573,"\'\'\'In memoriam Stefan Zweig\'\'\' [23 July 1942]. International P.E.N., London.\n\nAn invitation by the London Centre of the International P.E.N. Club to a meeting in memory of Stefan Zweig at the Rudolf Steiner Hall on Thursday, 23rd July, 1942.  Chairman: Hermann Ould. Speakers: G. B. Stern and Robert Neumann. Berthe Grossbard read passages from Stefan Zweig\'s writings\n\n\n[[Category:Symposia and Exhibitions | 19420723]]",utf-8,4
2920,,19431,#REDIRECT [[Izbrannye proizvedeniia v dvukh tomakh]],utf-8,3
2495,,13057,"#REDIRECT [[Obras completas de Stefan Zweig, 1960]]",utf-8,2
2921,,54882,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v semi tomakh]],utf-8,7
2899,,54880,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v semi tomakh]],utf-8,7
972,,28583,"\'\'\'Stefan Zweig, 1881-1942. Centenary Symposium\'\'\' [10 December 1981]. This symposium was held at the Institute of Germanic Studies, 29 Russell Square, London WC18 5DP, under the auspices of the Institute of Germanic Studies and the Austrian Institute\n\n\'\'\'Session 1\'\'\' [Chairman: Professor Sir Ernst Gombrich]\n<lst type=bracket start=1>\nOtto Kolleritsch [Hochschule fÃ¼r Musik, Graz]: \""Richard Strauss und Stefan Zweig - Zur  Problemlosigkeit einer kÃ¼nstlerischen Zusammenarbeit\""\n</lst>\n\n\'\'\'Session 2\'\'\' [Chairman: Professor J. P. Stern. Honorary Director, Institute of Germanic Studies, University of London]\n<lst type=bracket start= 2>\nJ. D. A. Warren [Oxford Polytechnic]: \""Stefan Zweig, Jeremias and the Anti-War Drama of the First World War\""\nDavid Turner [University of Hull]: \""Imagery and the Image of Man in Stefan Zweigâ€™s Novellen\""\nSylvia M. Patsch [UniversitÃ¤t Innsbruck]: \""Stefan Zweig und Ben Jonson\""\n</lst>\n[[Category:Symposia and Exhibitions | 19811210]]",utf-8,4
3293,,22575,#REDIRECT [[1981 November 24-25: Stefan Zweig Symposium]],utf-8,3
968,,48247,"\'\'\'Stefan Zweig Symposium\'\'\' [24-25 November 1981]. This symposium was held at the Palais PÃ¡lffy, Wien I, Josefsplatz 6. It was organized by the Austrian Society for Literature [Ã–sterreichische Gesellschaft fÃ¼r Literatur] on behalf of the  Cultural Office of the City of Vienna [Kulturamt der Stadt Wien]\n\n\'\'\'Lectures:\'\'\' \n\n<lst type=bracket start=1>\nDonald A. Prater [Genf]: \""Stefan Zweig und die Neue Welt\""\nGyÃ¶rgy Vajda [Budapest]: \""Stefan Zweig - aktueller Chronist einer vergangenen Welt\""\nKlaus Heydemann [Wien]: \""Das Beispiel des Erasmus - Stefan Zweigs Einstellung zur Politik\""\nWolfgang Greissenegger [Wien]: \""Stefan Zweig als Dramatiker und Beobachter des Theaters seiner Zeit\""\nKlaus Zelewitz [Salzburg]: \""Geschichte erzÃ¤hlen - ein Risiko? Die Biographien Stefan Zweigs\""\nOtto Kolleritsch [Graz]: \""Richard Strauss und Stefan Zweig\""\nJoseph Strelka [New York]: \""Psychoanalytische Ideen in Zweigs Novellen\""\n</lst>\n\n\'\'\'Reading:\'\'\' \n<lst type=bracket start=8>\nNorbert Kappen liest aus \'\'Die Welt von Gestern\'\'\n</lst>\n\n[[Category:Symposia and Exhibitions  | 19811124/25]]",utf-8,6
3292,,22576,#REDIRECT [[1981 November 24-25: Stefan Zweig Symposium]],utf-8,3
969,,28578,"\'\'\'The Stefan Zweig Centenary Conference\'\'\' [28 November 1981]. This conference was held at the Hunter Museum of Art, Bluff View/Chattanooga, Tennessee. It was sponsored by the Southeastern Stefan Zweig Committee: Raymond E. Barrick, chairman, and members Pierrette-Monique Denzler, Richard Firda, Renate Hufft, Sanford Shaw, and Reinhard K. Zachau\n\n\'\'\'Lectures:\'\'\'\n<lst type=bracket start=1>\nMarion Sonnenfeld [State University of New York, Fredonia, NY]: \""Chessnovella\""\nReinhard K. Zachau [University of the South, Sewanee, TN]: \""Stefan Zweigâ€™s Political Consciousness in the Emigration\""\nRaymond E. Barrick [Lee College, Baytown, TX]: \""The Sanctity of the Inner Man in the Works of Stefan Zweig\""\nIlsedore B. Jonas [Carnegie-Mellon University, Pittsburgh, PA]: \""Stefan Zweig und Rainer Maria Rilke\""\nEgbert Krispyn [University of Georgia, Athens, GA]: \""Some Observations on Stefan Zweigâ€™s Poetry\""\nRichard Firda [Georgia State University, Atlanta, GA]: \""Vita - Zweigâ€™s Welt von Gestern\""\nAugust J. DeBerdt [Berry College, Rome, GA]: \""Stefan Zweig - The Art of Poetic Translation\""\nThomas Thornton [University of California, Santa Barbara, CA]: \""Chaos in und zwischen den Zeilen - Eine Betrachtung von Rilkes \'\'Die NÃ¤herin\'\' und Stefan Zweigs \'\'Leporella\'\'\""\nPeter J. Macris [State University of New York, Oneonta, NY]: \""Ben Jonson and Stefan Zweig - The Chemistry Was Right\""\n</lst>\n\n\'\'\'Concert program:\'\'\'\n<lst type=bracket start=10>\nThe evening concert program was presented by Phillip Thomas [pianist], and Jimmy W. Burns [baritone]\n</lst>\n\n[[Category:Symposia and Exhibitions  | 19811128]]",utf-8,4
970,,28579,"\'\'\'Colloque Stefan Zweig\'\'\' [30 November-1 December 1981]. This colloquium was organized by the Austrian Institute of Paris [lâ€™Institut Autrichien de Paris] and German Department of the University of Metz [le DÃ©partement dâ€™Allemand de lâ€™UniversitÃ© de Metz]. It was held in the lâ€™UniversitÃ© de Metz, FacultÃ© des Lettres, salle 32\n\n\'\'\'Lectures:\'\'\'\n<lst type=bracket start=1>\nJean David [President de the University of Metz]: \""Ouverture du colloque - allocution\""\nPierre Grappin [Professor at the University of Metz]: \""Stefan Zweig, Ã©crivain de lâ€™entre-deux-guerres\""\nTheodor Csokor: \""Erinnerungen an Stefan Zweig\"" [Presented by Dr. R. Novak, the deputy leader of the Austrian Cultural Institute  [Ã–sterreichisches Kulturinstitut]\nFilm: \'\'La Confusion des sentiments\'\' [based on Stefan Zweig\'s novella \""Verwirrung der Gefuhle]\nKlaus Zelewitz [Professeur Ã  lâ€™UniversitÃ© de Salzbourg]: \""Stefan Zweig als Biograph\""\nJean-Paul Bier [Professeur Ã  lâ€™UniversitÃ© dâ€™Anvers]: \""Der ErzÃ¤hler als Chronist - \'\'Kleine Chronik\'\' in ihrem literarischen Kontext\""\nJoseph Strelka [Professeur Ã  lâ€™UniversitÃ© dâ€™Albany]: \""Stefan Zweig und Balzac\""\nDonald A. Prater [GenÃ©ve]: \""Stefan Zweig et Heinrich Heine\""\nMichel Reffet [UniversitÃ© de Metz]: \""Stefan Zweig et Franz Werfel - deux fois \'JÃ©rimie\'\""\nJean-Jacques Lafaye [Paris]: \""Stefan Zweig et lui-mÃªme 1934-1942\""\n</lst>\n\n[[Category:Symposia and Exhibitions | 19811130]]",utf-8,4
2678,,17344,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984]],utf-8,2
2679,,17345,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v chetyrekh tomakh. 1982-1984]],utf-8,2
2922,,17368,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v desiati tomakh]],utf-8,2
2900,,17369,#REDIRECT [[Sobranie sochinenii Stefana Tsveiga v desiati tomakh]],utf-8,2
3908,,28358,#REDIRECT [[1992 February 19 - April 26: Stefan-Zweig-Ausstellung - FÃ¼r ein Europa des Geistes]],utf-8,4
3910,,28593,"\'\'\'Stefan-Zweig-Ausstellung - FÃ¼r ein Europa des Geistes\'\'\' [19 February-26 April 1992]. This exhibition was sponsored by the city of Salzburg and organized by Klemens Renoldner and Hildemar Holl. Layout and graphics by Peter Karlhuber [\""Die Ausstellung `Stefan Zweig - FÃ¼r ein Europa des Geistes\' anlÃ¤ÃŸlich der 50. Wiederkehr des Todestages von Stefan Zweig folgt zwei Struktur-Mustern. Als durchgehender Faden leitet die Biographie des Dichters den Besucher wie eine FÃ¼hrung durch die AusstellungsrÃ¤ume. Parallel und ergÃ¤nzend dazu werden einzelne thematische Schwerpunkte <nowiki>gesetzt und zeitgeschichtliche BezÃ¼ge hergestellt. . . \""]. The exhibition contained some 140 pictures and other Zweig memorabilia\n</nowiki>\nFor a description of the exhibition catalog see [[Stefan Zweig. FÃ¼r ein Europa des Geistes. Ausstellung der Stadt Salzburg 1992]]. \n\nFor a seven-page description of this exhibition, which was converted into a Touring Exhibition under the title \""Stefan Zweig - Ein Ã–sterreicher aus Europa (Wanderausstellung)\"", contact Dr. Alois Haslinger, Kulturamt der Stadt Salzburg, Postfach 63, Mozartplatz 5, A-5024 Salzburg\n<lst type=bracket start=1>\n\nAusstellungsteil I: Acht WÃ¼rfel-Vitrinen, V1-V8 (50 x 50 cm, HÃ¶he 120 cm). Drei Lesepulte, P1-P3 (MaÃŸe ca. wie WÃ¼rfel-Vitrinen). Acht Plexiglastafeln, T1-T8 (224 x 50 cm). Sechzehn PortrÃ¤ts, B1-B16 (41 x 31 cm)\n\nAusstellungsteil II: Drei Ausstellungskojen, A, B, C (270 x 270 cm, HÃ¶he 230 cm). Koje A: Wien/ZÃ¼rich 1881-1918. Koje B: Salzburg 1919-1934. Koje C: London/Petropolis 1934-1942\n\nTechnische Daten\n\nKosten fÃ¼r den Aussteller\n\nBegleitbuch: Klemens Renoldner, Peter Karlhuber, Hildemar Holl. Stefan Zweig - Texte, Bilder, Dokumente. Salzburg: Residenz-Verlag, 1993\n</lst>\n\n\n\n[[Category:Symposia and Exhibitions | 19920219]]",utf-8,4
3912,,28367,"#REDIRECT [[1992 February 22: Stefan-Zweig-Tag, Ã–sterreichischer Rundfunk]]",utf-8,4
3913,,28541,"\'\'\'Zum 50. Todestag von Stefan Zweig\'\'\' [18 March 1992]. A commemoration and reading organized by the Ã–sterreichisches Kulturinstitut and the P.E.N. Zentrum \""German Speaking Writers Abroad\"" [London]\n<lst type=bracket start-1>\n\""Aus den TagebÃ¼chern Stefan Zweigs\"" . Selections read by Professor Dr. Edward Timms, University of Sussex\n\'\'Verwirrung der GefÃ¼hle\'\'. Selections read by Dr. Dorothea McEwan\n\'\'Schachnovelle\'\'. Selections read by Peter Comberti \n</lst>\n\n\n\n\n\n\n\n\n[[Category:Symposia and Exhibitions | 19920318]]",utf-8,4
3917,,28379,#REDIRECT [[1992 November 23-27: Stefan Zweig no paÃ­s do futuro]],utf-8,4
3915,,52829,"\'\'\'Stefan-Zweig-Symposium / Simpozij o Stefanu Zweigu\'\'\' [5-6 November 1992]. The symposium, dedicated to the 50th anniversary of Stefan Zweig\'s death, was organized by the Pedagogical Faculty [Germanic Section] at the University of Maribor. NB: Although the entire program is printed in both Slovenian and German, only the German version will be given here\n\n\n\'\'\'5. November\'\'\'. Moderation: Anton Janko [Ljubljana]\n<lst type=bracket start=1>\nErÃ¶ffnung der Stefan-Zweig-Ausstellung. Aus dem Werk Stefan Zweigs liest der Schauspieler Vlado Novak. BegrÃ¼ÃŸung durch den Dekan der PÃ¤dagogischen FakultÃ¤t Maribor JoÅ¾e Vauhnik. BegrÃ¼ÃŸungsansprache des Vorstandes der Abteilung fÃ¼r Germanistik Karmen TerÅ¾an \n\nBrunhild E. Blum [Wien]: \""Stefan Zweig im brasilianischen Exil oder Flucht ohne Zuflucht\""\n\nNeva Å libar [Ljubljana] und Vesna KondriÄ-Horvat [Maribor]: \""Modelle der Rezeption Stefan Zweigs\""\n\nMirko KriÅ¾man [Maribor]: \""Stefan Zweigs essayistische und dichterische Aussagenuancen Ã¼ber Dostojewski\""\n\nErÃ¶ffnung der Ausstellung \""Die Zeit gibt die Bilder\"" in der UniversitÃ¤tsbibliothek Maribor. Moderation: Murray G. Hall [Wien]\n\nKlemens Renoldner [Wien]: \""Stefan Zweig - Ã¼ber Europa zurÃ¼ck nach Ã–sterreich\""\n\nHildemar Holl [Salzburg]: \""Stefan Zweig und der PEN-Klub\""\n\nMatjaÅ¾ Birk [Maribor]: \""Der Briefwechsel zwischen Stefan Zweig und Joseph Roth\""\n</lst>\n\n\'\'\'6. November\'\'\'. Moderation: Mirko KriÅ¾man\n<lst type=bracket start=9>\nMira MiladinoviÄ‡ [Ljubljana]: \""Die Welt von Gestern\""\n\nMurray G. Hall [Wien]: \""Stefan Zweig und sein Wiener Verleger Herbert Reichner\""\n\nHeinz Lunzer [Wien]: \""Stefan Zweig und Joseph Roth - Reaktionen auf den Antisemitismus von 1933\""\n\nAnton Janko [Ljubljana]: \""Die Geschichte von morgen. Zweigs Gedanken zu einer neuen Geschichte der VÃ¶lker\""\n</lst>\n\n\n\n\n[[Category:Symposia and Exhibitions | 19921105/6]]",utf-8,7
3914,,28547,"\'\'\'Stefan Zweig - Robert Musil\'\'\' [19-20 October 1992]. A symposium organized by the Universidad Nacional AutÃ³noma de MÃ©xico, Ciudad de MÃ©xico [Mexico City]\n\n\'\'\'Lectures:\'\'\'\n<lst type=bracket start=1>\nJ. M. P. Gay [Mexiko]: Robert Musil und der Roman des 20. Jahrhunderts\nK. Zelewitz [Salzburg]: Stefan Zweig ist aktuell! Ist Stefan Zweig aktuell? Versuch einer Zwischenbilanz nach der ersten HÃ¤lfte des Zweig-Jahres 1992\nP. Kampits [Wien]: Zur Sprachphilosophie Wittgensteins\nJ. Holzner [Innsbruck]: FriedensbÃ¼cher in der Ã¶sterreichischen Literatur: Stefan Zweig, Vicki Baum, Theodor Kramer, Ernst Waldinger \nS. Nudelsteher [Mexiko]: Der EinfluÃŸ von Stefan Zweig und Robert Musil auf die lateinamerikanische Literatur\nJ. Holzner / K. Zelewitz: Literatur aus Ã–sterreich im sich verÃ¤ndernden deutschen Sprachraum\n</lst>\n\n\n\n[[Category:Symposia and Exhibitions | 19921019/20]]",utf-8,4
